id,relation_field_id,model_id,related_field_id,size,create_uid,write_uid,name,complete_name,model,relation,relation_field,ttype,related,state,on_delete,domain,relation_table,column1,column2,depends,currency_field,field_description,help,compute,copied,required,readonly,index,translate,group_expand,selectable,store,sanitize,sanitize_overridable,sanitize_tags,sanitize_attributes,sanitize_style,sanitize_form,strip_style,strip_classes,create_date,write_date,tracking,website_form_blacklisted
2286,,199,,,,,write_uid,,mail.notification.web.push,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2287,,199,,,,,write_date,,mail.notification.web.push,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2288,,200,,,,,partner_id,,mail.partner.device,res.partner,,many2one,,base,restrict,,,,,,,"{""en_US"": ""Partner""}",,,t,t,f,t,f,,t,t,,,,,,,,,,,,t
2289,,200,,,,,endpoint,,mail.partner.device,,,char,,base,,,,,,,,"{""en_US"": ""Browser endpoint""}",,,t,t,f,f,f,,t,t,,,,,,,,,,,,t
2290,,200,,,,,keys,,mail.partner.device,,,char,,base,,,,,,,,"{""en_US"": ""Browser keys""}","{""en_US"": ""It's refer to browser keys used by the notification: \n- p256dh: It's the subscription public key generated by the browser. The browser will \n          keep the private key secret and use it for decrypting the payload\n- auth: The auth value should be treated as a secret and not shared outside of Odoo""}",,t,t,f,f,f,,t,t,,,,,,,,,,,,t
2291,,200,,,,,expiration_time,,mail.partner.device,,,datetime,,base,,,,,,,,"{""en_US"": ""Expiration Token Date""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2292,,200,,,,,id,,mail.partner.device,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2293,,200,,,,,display_name,,mail.partner.device,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2294,,200,,,,,create_uid,,mail.partner.device,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2295,,200,,,,,create_date,,mail.partner.device,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2296,,200,,,,,write_uid,,mail.partner.device,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2297,,200,,,,,write_date,,mail.partner.device,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2298,,201,,,,,partner_id,,discuss.channel.member,res.partner,,many2one,,base,cascade,,,,,,,"{""en_US"": ""Partner""}",,,t,f,f,t,f,,t,t,,,,,,,,,,,,t
2299,,201,,,,,guest_id,,discuss.channel.member,mail.guest,,many2one,,base,cascade,,,,,,,"{""en_US"": ""Guest""}",,,t,f,f,t,f,,t,t,,,,,,,,,,,,t
2300,,201,,,,,is_self,,discuss.channel.member,,,boolean,,base,,,,,,,,"{""en_US"": ""Is Self""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2301,,201,,,,,channel_id,,discuss.channel.member,discuss.channel,,many2one,,base,cascade,,,,,,,"{""en_US"": ""Channel""}",,,t,t,f,f,f,,t,t,,,,,,,,,,,,t
2302,,201,,,,,custom_channel_name,,discuss.channel.member,,,char,,base,,,,,,,,"{""en_US"": ""Custom channel name""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2303,,201,,,,,fetched_message_id,,discuss.channel.member,mail.message,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Fetched""}",,,t,f,f,t,f,,t,t,,,,,,,,,,,,t
2304,,201,,,,,seen_message_id,,discuss.channel.member,mail.message,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Seen""}",,,t,f,f,t,f,,t,t,,,,,,,,,,,,t
2305,,201,,,,,message_unread_counter,,discuss.channel.member,,,integer,,base,,,,,,,,"{""en_US"": ""Unread Messages Counter""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2306,,201,,,,,fold_state,,discuss.channel.member,,,selection,,base,,,,,,,,"{""en_US"": ""Conversation Fold State""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2307,,201,,,,,is_minimized,,discuss.channel.member,,,boolean,,base,,,,,,,,"{""en_US"": ""Conversation is minimized""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2308,,201,,,,,custom_notifications,,discuss.channel.member,,,selection,,base,,,,,,,,"{""en_US"": ""Customized Notifications""}","{""en_US"": ""All Messages if not specified""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2309,,201,,,,,mute_until_dt,,discuss.channel.member,,,datetime,,base,,,,,,,,"{""en_US"": ""Mute notifications until""}","{""en_US"": ""If set, the member will not receive notifications from the channel until this date.""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2310,,201,,,,,is_pinned,,discuss.channel.member,,,boolean,,base,,,,,,,,"{""en_US"": ""Is pinned on the interface""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2311,,201,,,,,last_interest_dt,,discuss.channel.member,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Interest""}","{""en_US"": ""Contains the date and time of the last interesting event that happened in this channel for this partner. This includes: creating, joining, pinning, and new message posted.""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2312,,201,,,,,last_seen_dt,,discuss.channel.member,,,datetime,,base,,,,,,,,"{""en_US"": ""Last seen date""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2313,,201,,,,,rtc_session_ids,,discuss.channel.member,discuss.channel.rtc.session,channel_member_id,one2many,,base,,,,,,,,"{""en_US"": ""RTC Sessions""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
2314,,201,,,,,rtc_inviting_session_id,,discuss.channel.member,discuss.channel.rtc.session,,many2one,,base,set null,,,,,,,"{""en_US"": ""Ringing session""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2315,,201,,,,,id,,discuss.channel.member,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2316,,201,,,,,display_name,,discuss.channel.member,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2317,,201,,,,,create_uid,,discuss.channel.member,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2318,,201,,,,,create_date,,discuss.channel.member,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2319,,201,,,,,write_uid,,discuss.channel.member,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2320,,201,,,,,write_date,,discuss.channel.member,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2321,,202,,,,,channel_member_id,,discuss.channel.rtc.session,discuss.channel.member,,many2one,,base,cascade,,,,,,,"{""en_US"": ""Channel Member""}",,,t,t,f,f,f,,t,t,,,,,,,,,,,,t
2322,,202,,,,,channel_id,,discuss.channel.rtc.session,discuss.channel,,many2one,channel_member_id.channel_id,base,,,,,,,,"{""en_US"": ""Channel""}",,,f,f,t,f,f,,t,t,,,,,,,,,,,,t
2323,,202,,,,,partner_id,,discuss.channel.rtc.session,res.partner,,many2one,channel_member_id.partner_id,base,,,,,,,,"{""en_US"": ""Partner""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2324,,202,,,,,guest_id,,discuss.channel.rtc.session,mail.guest,,many2one,channel_member_id.guest_id,base,,,,,,,,"{""en_US"": ""Guest""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2325,,202,,,,,write_date,,discuss.channel.rtc.session,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated On""}",,,t,f,f,t,f,,t,t,,,,,,,,,,,,t
2326,,202,,,,,is_screen_sharing_on,,discuss.channel.rtc.session,,,boolean,,base,,,,,,,,"{""en_US"": ""Is sharing the screen""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2327,,202,,,,,is_camera_on,,discuss.channel.rtc.session,,,boolean,,base,,,,,,,,"{""en_US"": ""Is sending user video""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2328,,202,,,,,is_muted,,discuss.channel.rtc.session,,,boolean,,base,,,,,,,,"{""en_US"": ""Is microphone muted""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2329,,202,,,,,is_deaf,,discuss.channel.rtc.session,,,boolean,,base,,,,,,,,"{""en_US"": ""Has disabled incoming sound""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2330,,202,,,,,id,,discuss.channel.rtc.session,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2331,,202,,,,,display_name,,discuss.channel.rtc.session,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2332,,202,,,,,create_uid,,discuss.channel.rtc.session,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2333,,202,,,,,create_date,,discuss.channel.rtc.session,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2334,,202,,,,,write_uid,,discuss.channel.rtc.session,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2335,,203,,,,,message_is_follower,,discuss.channel,,,boolean,,base,,,,,,,,"{""en_US"": ""Is Follower""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2336,,203,,,,,message_follower_ids,,discuss.channel,mail.followers,res_id,one2many,,base,,,,,,,,"{""en_US"": ""Followers""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
2337,,203,,,,,message_partner_ids,,discuss.channel,res.partner,,many2many,,base,,,,,,,,"{""en_US"": ""Followers (Partners)""}",,,f,f,f,f,f,,t,f,,,,,,,,,,,,t
2338,,203,,,,,message_ids,,discuss.channel,mail.message,res_id,one2many,,base,,,,,,,,"{""en_US"": ""Messages""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
2339,,203,,,,,has_message,,discuss.channel,,,boolean,,base,,,,,,,,"{""en_US"": ""Has Message""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2340,,203,,,,,message_needaction,,discuss.channel,,,boolean,,base,,,,,,,,"{""en_US"": ""Action Needed""}","{""en_US"": ""If checked, new messages require your attention.""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2341,,203,,,,,message_needaction_counter,,discuss.channel,,,integer,,base,,,,,,,,"{""en_US"": ""Number of Actions""}","{""en_US"": ""Number of messages requiring action""}",,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2342,,203,,,,,message_has_error,,discuss.channel,,,boolean,,base,,,,,,,,"{""en_US"": ""Message Delivery error""}","{""en_US"": ""If checked, some messages have a delivery error.""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2343,,203,,,,,message_has_error_counter,,discuss.channel,,,integer,,base,,,,,,,,"{""en_US"": ""Number of errors""}","{""en_US"": ""Number of messages with delivery error""}",,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2344,,203,,,,,message_attachment_count,,discuss.channel,,,integer,,base,,,,,,,,"{""en_US"": ""Attachment Count""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2345,,203,,,,,name,,discuss.channel,,,char,,base,,,,,,,,"{""en_US"": ""Name""}",,,t,t,f,f,f,,t,t,,,,,,,,,,,,t
2346,,203,,,,,active,,discuss.channel,,,boolean,,base,,,,,,,,"{""en_US"": ""Active""}","{""en_US"": ""Set active to false to hide the channel without removing it.""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2347,,203,,,,,channel_type,,discuss.channel,,,selection,,base,,,,,,,,"{""en_US"": ""Channel Type""}","{""en_US"": ""Chat is private and unique between 2 persons. Group is private among invited persons. Channel can be freely joined (depending on its configuration).""}",,t,t,t,f,f,,t,t,,,,,,,,,,,,t
2348,,203,,,,,is_chat,,discuss.channel,,,boolean,,base,,,,,,,,"{""en_US"": ""Is a chat""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2349,,203,,,,,is_editable,,discuss.channel,,,boolean,,base,,,,,,,,"{""en_US"": ""Is Editable""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2350,,203,,,,,default_display_mode,,discuss.channel,,,selection,,base,,,,,,,,"{""en_US"": ""Default Display Mode""}","{""en_US"": ""Determines how the channel will be displayed by default when opening it from its invitation link. No value means display text (no voice/video).""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2351,,203,,,,,description,,discuss.channel,,,text,,base,,,,,,,,"{""en_US"": ""Description""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2352,,203,,,,,image_128,,discuss.channel,,,binary,,base,,,,,,,,"{""en_US"": ""Image""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2353,,203,,,,,avatar_128,,discuss.channel,,,binary,,base,,,,,,,,"{""en_US"": ""Avatar""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2354,,203,,,,,channel_partner_ids,,discuss.channel,res.partner,,many2many,,base,,,,,,,,"{""en_US"": ""Partners""}",,,f,f,f,f,f,,t,f,,,,,,,,,,,,t
2355,,203,,,,,channel_member_ids,,discuss.channel,discuss.channel.member,channel_id,one2many,,base,,,,,,,,"{""en_US"": ""Members""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
2356,,203,,,,,pinned_message_ids,,discuss.channel,mail.message,res_id,one2many,,base,,,,,,,,"{""en_US"": ""Pinned Messages""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
2357,,203,,,,,sfu_channel_uuid,,discuss.channel,,,char,,base,,,,,,,,"{""en_US"": ""Sfu Channel Uuid""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2358,,203,,,,,sfu_server_url,,discuss.channel,,,char,,base,,,,,,,,"{""en_US"": ""Sfu Server Url""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2359,,203,,,,,rtc_session_ids,,discuss.channel,discuss.channel.rtc.session,channel_id,one2many,,base,,,,,,,,"{""en_US"": ""Rtc Session""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
2360,,203,,,,,is_member,,discuss.channel,,,boolean,,base,,,,,,,,"{""en_US"": ""Is Member""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2361,,203,,,,,member_count,,discuss.channel,,,integer,,base,,,,,,,,"{""en_US"": ""Member Count""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2362,,203,,,,,group_ids,,discuss.channel,res.groups,,many2many,,base,,,discuss_channel_res_groups_rel,discuss_channel_id,res_groups_id,,,"{""en_US"": ""Auto Subscription""}","{""en_US"": ""Members of those groups will automatically added as followers. Note that they will be able to manage their subscription manually if necessary.""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2363,,203,,50,,,uuid,,discuss.channel,,,char,,base,,,,,,,,"{""en_US"": ""UUID""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
2364,,203,,,,,group_public_id,,discuss.channel,res.groups,,many2one,,base,set null,,,,,,,"{""en_US"": ""Authorized Group""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2365,,203,,,,,invitation_url,,discuss.channel,,,char,,base,,,,,,,,"{""en_US"": ""Invitation URL""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2366,,203,,,,,allow_public_upload,,discuss.channel,,,boolean,,base,,,,,,,,"{""en_US"": ""Allow Public Upload""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2367,,203,,,,,id,,discuss.channel,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2368,,203,,,,,display_name,,discuss.channel,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2369,,203,,,,,create_uid,,discuss.channel,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2370,,203,,,,,create_date,,discuss.channel,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2371,,203,,,,,write_uid,,discuss.channel,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2372,,203,,,,,write_date,,discuss.channel,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2373,,204,,,,,tenor_gif_id,,discuss.gif.favorite,,,char,,base,,,,,,,,"{""en_US"": ""GIF id from Tenor""}",,,t,t,f,f,f,,t,t,,,,,,,,,,,,t
2374,,204,,,,,id,,discuss.gif.favorite,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2375,,204,,,,,display_name,,discuss.gif.favorite,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2376,,204,,,,,create_uid,,discuss.gif.favorite,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2377,,204,,,,,create_date,,discuss.gif.favorite,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2378,,204,,,,,write_uid,,discuss.gif.favorite,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2379,,204,,,,,write_date,,discuss.gif.favorite,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2380,,205,,,,,attachment_id,,discuss.voice.metadata,ir.attachment,,many2one,,base,cascade,,,,,,,"{""en_US"": ""Attachment""}",,,f,f,f,t,f,,t,t,,,,,,,,,,,,t
2381,,205,,,,,id,,discuss.voice.metadata,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2382,,205,,,,,display_name,,discuss.voice.metadata,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2383,,205,,,,,create_uid,,discuss.voice.metadata,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2384,,205,,,,,create_date,,discuss.voice.metadata,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2385,,205,,,,,write_uid,,discuss.voice.metadata,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2386,,205,,,,,write_date,,discuss.voice.metadata,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2387,,206,,,,,image_1920,,mail.guest,,,binary,,base,,,,,,,,"{""en_US"": ""Image""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2388,,206,,,,,image_1024,,mail.guest,,,binary,image_1920,base,,,,,,,,"{""en_US"": ""Image 1024""}",,,f,f,t,f,f,,t,t,,,,,,,,,,,,t
2389,,206,,,,,image_512,,mail.guest,,,binary,image_1920,base,,,,,,,,"{""en_US"": ""Image 512""}",,,f,f,t,f,f,,t,t,,,,,,,,,,,,t
2390,,206,,,,,image_256,,mail.guest,,,binary,image_1920,base,,,,,,,,"{""en_US"": ""Image 256""}",,,f,f,t,f,f,,t,t,,,,,,,,,,,,t
2391,,206,,,,,image_128,,mail.guest,,,binary,image_1920,base,,,,,,,,"{""en_US"": ""Image 128""}",,,f,f,t,f,f,,t,t,,,,,,,,,,,,t
2392,,206,,,,,avatar_1920,,mail.guest,,,binary,,base,,,,,,,,"{""en_US"": ""Avatar""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2393,,206,,,,,avatar_1024,,mail.guest,,,binary,,base,,,,,,,,"{""en_US"": ""Avatar 1024""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2394,,206,,,,,avatar_512,,mail.guest,,,binary,,base,,,,,,,,"{""en_US"": ""Avatar 512""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2395,,206,,,,,avatar_256,,mail.guest,,,binary,,base,,,,,,,,"{""en_US"": ""Avatar 256""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2396,,206,,,,,avatar_128,,mail.guest,,,binary,,base,,,,,,,,"{""en_US"": ""Avatar 128""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2397,,206,,,,,name,,mail.guest,,,char,,base,,,,,,,,"{""en_US"": ""Name""}",,,t,t,f,f,f,,t,t,,,,,,,,,,,,t
2398,,206,,,,,access_token,,mail.guest,,,char,,base,,,,,,,,"{""en_US"": ""Access Token""}",,,f,t,t,f,f,,t,t,,,,,,,,,,,,t
2399,,206,,,,,country_id,,mail.guest,res.country,,many2one,,base,set null,,,,,,,"{""en_US"": ""Country""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2400,,206,,,,,lang,,mail.guest,,,selection,,base,,,,,,,,"{""en_US"": ""Language""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2401,,206,,,,,timezone,,mail.guest,,,selection,,base,,,,,,,,"{""en_US"": ""Timezone""}",,,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2402,,206,,,,,channel_ids,,mail.guest,discuss.channel,,many2many,,base,,,discuss_channel_member,guest_id,channel_id,,,"{""en_US"": ""Channels""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
2403,,206,,,,,im_status,,mail.guest,,,char,,base,,,,,,,,"{""en_US"": ""IM Status""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2404,,206,,,,,id,,mail.guest,,,integer,,base,,,,,,,,"{""en_US"": ""ID""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2405,,206,,,,,display_name,,mail.guest,,,char,,base,,,,,,,,"{""en_US"": ""Display Name""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2406,,206,,,,,create_uid,,mail.guest,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2407,,206,,,,,create_date,,mail.guest,,,datetime,,base,,,,,,,,"{""en_US"": ""Created on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2408,,206,,,,,write_uid,,mail.guest,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Last Updated by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2409,,206,,,,,write_date,,mail.guest,,,datetime,,base,,,,,,,,"{""en_US"": ""Last Updated on""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2410,,85,,,,,message_is_follower,,res.partner,,,boolean,,base,,,,,,,,"{""en_US"": ""Is Follower""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2411,,85,,,,,message_follower_ids,,res.partner,mail.followers,res_id,one2many,,base,,,,,,,,"{""en_US"": ""Followers""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
2412,,85,,,,,message_partner_ids,,res.partner,res.partner,,many2many,,base,,,,,,,,"{""en_US"": ""Followers (Partners)""}",,,f,f,f,f,f,,t,f,,,,,,,,,,,,t
2413,,85,,,,,message_ids,,res.partner,mail.message,res_id,one2many,,base,,,,,,,,"{""en_US"": ""Messages""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
2414,,85,,,,,has_message,,res.partner,,,boolean,,base,,,,,,,,"{""en_US"": ""Has Message""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2415,,85,,,,,message_needaction,,res.partner,,,boolean,,base,,,,,,,,"{""en_US"": ""Action Needed""}","{""en_US"": ""If checked, new messages require your attention.""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2416,,85,,,,,message_needaction_counter,,res.partner,,,integer,,base,,,,,,,,"{""en_US"": ""Number of Actions""}","{""en_US"": ""Number of messages requiring action""}",,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2417,,85,,,,,message_has_error,,res.partner,,,boolean,,base,,,,,,,,"{""en_US"": ""Message Delivery error""}","{""en_US"": ""If checked, some messages have a delivery error.""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2418,,85,,,,,message_has_error_counter,,res.partner,,,integer,,base,,,,,,,,"{""en_US"": ""Number of errors""}","{""en_US"": ""Number of messages with delivery error""}",,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2419,,85,,,,,message_attachment_count,,res.partner,,,integer,,base,,,,,,,,"{""en_US"": ""Attachment Count""}",,,f,f,t,f,f,,f,f,,,,,,,,,,,,t
2515,,214,,,,,create_uid,,mail.activity.schedule,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Created by""}",,,t,f,t,f,f,,t,t,,,,,,,,,,,,t
2420,,85,,,,,email_normalized,,res.partner,,,char,,base,,,,,,,,"{""en_US"": ""Normalized Email""}","{""en_US"": ""This field is used to search on email address as the primary email field can contain more than strictly an email address.""}",,f,f,t,f,f,,t,t,,,,,,,,,,,,t
2421,,85,,,,,is_blacklisted,,res.partner,,,boolean,,base,,,,,,,,"{""en_US"": ""Blacklist""}","{""en_US"": ""If the email address is on the blacklist, the contact won't receive mass mailing anymore, from any list""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2422,,85,,,,,message_bounce,,res.partner,,,integer,,base,,,,,,,,"{""en_US"": ""Bounce""}","{""en_US"": ""Counter of the number of bounced emails for this contact""}",,t,f,f,f,f,,t,t,,,,,,,,,,,,t
2423,,85,,,,,activity_ids,,res.partner,mail.activity,res_id,one2many,,base,,,,,,,,"{""en_US"": ""Activities""}",,,f,f,f,f,f,,t,t,,,,,,,,,,,,t
2424,,85,,,,,activity_state,,res.partner,,,selection,,base,,,,,,,,"{""en_US"": ""Activity State""}","{""en_US"": ""Status based on activities\nOverdue: Due date is already passed\nToday: Activity date is today\nPlanned: Future activities.""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2425,,85,,,,,activity_user_id,,res.partner,res.users,,many2one,,base,set null,,,,,,,"{""en_US"": ""Responsible User""}",,,f,f,t,f,f,,t,f,,,,,,,,,,,,t
2426,,85,,,,,activity_type_id,,res.partner,mail.activity.type,,many2one,activity_ids.activity_type_id,base,,,,,,,,"{""en_US"": ""Next Activity Type""}",,,f,f,f,f,f,,t,f,,,,,,,,,,,,t
2427,,85,,,,,activity_type_icon,,res.partner,,,char,activity_ids.icon,base,,,,,,,,"{""en_US"": ""Activity Type Icon""}","{""en_US"": ""Font awesome icon e.g. fa-tasks""}",,f,f,t,f,f,,t,f,,,,,,,,,,,,t
